Region,Area,Year,Month,Dwelling_Type,kwh_per_acc
North East Region,North East Region,2021,4,3-room,283.5
North East Region,North East Region,2021,4,4-room,376.5
North East Region,North East Region,2021,4,5-room and Executive,440.3
North East Region,North East Region,2021,4,Landed Properties,993.2
North East Region,North East Region,2021,4,Private Apartments and Condominiums,451.1
North East Region,North East Region,2021,5,1-room / 2-room,186.8
North East Region,North East Region,2021,5,3-room,294.8
North East Region,North East Region,2021,5,4-room,405.3
North East Region,North East Region,2021,5,5-room and Executive,485.0
North East Region,North East Region,2021,5,Landed Properties,1059.5
North East Region,North East Region,2021,5,Private Apartments and Condominiums,487.1
North East Region,North East Region,2021,6,1-room / 2-room,202.5
North East Region,North East Region,2021,6,3-room,324.1
North East Region,North East Region,2021,6,4-room,438.8
North East Region,North East Region,2021,6,5-room and Executive,522.2
North East Region,North East Region,2021,6,Landed Properties,1133.2
North East Region,North East Region,2021,6,Private Apartments and Condominiums,535.2
North East Region,North East Region,2021,7,1-room / 2-room,196.1
North East Region,North East Region,2021,7,3-room,307.1
North East Region,North East Region,2021,7,4-room,431.1
North East Region,North East Region,2021,7,5-room and Executive,523.5
North East Region,North East Region,2021,7,Landed Properties,1079.1
North East Region,North East Region,2021,7,Private Apartments and Condominiums,514.3
North East Region,North East Region,2021,8,1-room / 2-room,206.1
North East Region,North East Region,2021,8,3-room,312.8
North East Region,North East Region,2021,8,4-room,436.7
North East Region,North East Region,2021,8,5-room and Executive,529.4
North East Region,North East Region,2021,8,Landed Properties,1088.6
North East Region,North East Region,2021,8,Private Apartments and Condominiums,509.0
North East Region,North East Region,2021,9,1-room / 2-room,191.3
North East Region,North East Region,2021,9,3-room,294.8
North East Region,North East Region,2021,9,4-room,399.6
North East Region,North East Region,2021,9,5-room and Executive,474.7
North East Region,North East Region,2021,9,Landed Properties,1028.1
North East Region,North East Region,2021,9,Private Apartments and Condominiums,476.3
North East Region,North East Region,2021,10,1-room / 2-room,183.4
North East Region,North East Region,2021,10,3-room,285.1
North East Region,North East Region,2021,10,4-room,394.1
North East Region,North East Region,2021,10,5-room and Executive,473.4
North East Region,North East Region,2021,10,Landed Properties,1044.0
North East Region,North East Region,2021,10,Private Apartments and Condominiums,464.0
North East Region,North East Region,2021,11,1-room / 2-room,180.8
North East Region,North East Region,2021,11,3-room,275.3
North East Region,North East Region,2021,11,4-room,380.5
North East Region,North East Region,2021,11,5-room and Executive,456.9
North East Region,North East Region,2021,11,Landed Properties,933.0
North East Region,North East Region,2021,11,Private Apartments and Condominiums,446.7
North East Region,North East Region,2021,12,1-room / 2-room,185.5
North East Region,North East Region,2021,12,3-room,280.2
North East Region,North East Region,2021,12,4-room,385.3
North East Region,North East Region,2021,12,5-room and Executive,466.1
North East Region,North East Region,2021,12,Landed Properties,975.1
North East Region,North East Region,2021,12,Private Apartments and Condominiums,453.7
North East Region,North East Region,2022,1,1-room / 2-room,176.7
North East Region,North East Region,2022,1,3-room,270.6
North East Region,North East Region,2022,1,4-room,372.1
North East Region,North East Region,2022,1,5-room and Executive,434.6
North East Region,North East Region,2022,1,Landed Properties,924.8
North East Region,North East Region,2022,1,Private Apartments and Condominiums,414.2
North East Region,North East Region,2022,2,1-room / 2-room,175.4
North East Region,North East Region,2022,2,3-room,267.1
North East Region,North East Region,2022,2,4-room,373.0
North East Region,North East Region,2022,2,5-room and Executive,449.7
North East Region,North East Region,2022,2,Landed Properties,998.0
North East Region,North East Region,2022,2,Private Apartments and Condominiums,438.3
North East Region,North East Region,2022,3,1-room / 2-room,163.5
North East Region,North East Region,2022,3,3-room,258.7
North East Region,North East Region,2022,3,4-room,349.0
North East Region,North East Region,2022,3,5-room and Executive,413.9
North East Region,North East Region,2022,3,Landed Properties,923.8
North East Region,North East Region,2022,3,Private Apartments and Condominiums,422.7
North East Region,North East Region,2022,4,1-room / 2-room,170.0
North East Region,North East Region,2022,4,3-room,271.5
North East Region,North East Region,2022,4,4-room,369.9
North East Region,North East Region,2022,4,5-room and Executive,443.9
North East Region,North East Region,2022,4,Landed Properties,969.0
North East Region,North East Region,2022,4,Private Apartments and Condominiums,443.2
North East Region,North East Region,2022,5,1-room / 2-room,182.6
North East Region,North East Region,2022,5,3-room,291.1
North East Region,North East Region,2022,5,4-room,394.8
North East Region,North East Region,2022,5,5-room and Executive,467.8
North East Region,North East Region,2022,5,Landed Properties,1060.5
North East Region,North East Region,2022,5,Private Apartments and Condominiums,483.8
North East Region,North East Region,2022,6,1-room / 2-room,193.0
North East Region,North East Region,2022,6,3-room,294.5
North East Region,North East Region,2022,6,4-room,409.8
North East Region,North East Region,2022,6,5-room and Executive,491.3
North East Region,North East Region,2022,6,Landed Properties,1023.9
North East Region,North East Region,2022,6,Private Apartments and Condominiums,482.7
North East Region,North East Region,2022,7,1-room / 2-room,179.2
North East Region,North East Region,2022,7,3-room,280.0
North East Region,North East Region,2022,7,4-room,385.3
North East Region,North East Region,2022,7,5-room and Executive,457.6
North East Region,North East Region,2022,7,Landed Properties,968.1
North East Region,North East Region,2022,7,Private Apartments and Condominiums,444.9
North East Region,North East Region,2022,8,1-room / 2-room,182.9
North East Region,North East Region,2022,8,3-room,282.3
North East Region,North East Region,2022,8,4-room,389.1
North East Region,North East Region,2022,8,5-room and Executive,465.8
North East Region,North East Region,2022,8,Landed Properties,1016.9
North East Region,North East Region,2022,8,Private Apartments and Condominiums,457.7
North East Region,North East Region,2022,9,1-room / 2-room,181.7
North East Region,North East Region,2022,9,3-room,279.8
North East Region,North East Region,2022,9,4-room,384.4
North East Region,North East Region,2022,9,5-room and Executive,461.1
North East Region,North East Region,2022,9,Landed Properties,945.7
North East Region,North East Region,2022,9,Private Apartments and Condominiums,439.8
North East Region,North East Region,2022,10,1-room / 2-room,169.6
North East Region,North East Region,2022,10,3-room,262.5
North East Region,North East Region,2022,10,4-room,366.3
North East Region,North East Region,2022,10,5-room and Executive,442.3
North East Region,North East Region,2022,10,Landed Properties,923.3
North East Region,North East Region,2022,10,Private Apartments and Condominiums,420.1
North East Region,North East Region,2022,11,1-room / 2-room,165.9
North East Region,North East Region,2022,11,3-room,258.2
North East Region,North East Region,2022,11,4-room,352.6
North East Region,North East Region,2022,11,5-room and Executive,416.3
North East Region,North East Region,2022,11,Landed Properties,907.8
North East Region,North East Region,2022,11,Private Apartments and Condominiums,419.6
North East Region,North East Region,2022,12,1-room / 2-room,158.2
North East Region,North East Region,2022,12,3-room,249.6
North East Region,North East Region,2022,12,4-room,341.2
North East Region,North East Region,2022,12,5-room and Executive,407.5
North East Region,North East Region,2022,12,Landed Properties,898.4
North East Region,North East Region,2022,12,Private Apartments and Condominiums,399.0
North East Region,North East Region,2023,1,1-room / 2-room,159.9
North East Region,North East Region,2023,1,3-room,249.1
North East Region,North East Region,2023,1,4-room,340.8
North East Region,North East Region,2023,1,5-room and Executive,397.5
North East Region,North East Region,2023,1,Landed Properties,869.9
North East Region,North East Region,2023,1,Private Apartments and Condominiums,382.4
North East Region,North East Region,2023,2,1-room / 2-room,155.5
North East Region,North East Region,2023,2,3-room,237.0
North East Region,North East Region,2023,2,4-room,330.0
North East Region,North East Region,2023,2,5-room and Executive,398.5
North East Region,North East Region,2023,2,Landed Properties,859.4
North East Region,North East Region,2023,2,Private Apartments and Condominiums,369.7
North East Region,North East Region,2023,3,1-room / 2-room,141.8
North East Region,North East Region,2023,3,3-room,227.2
North East Region,North East Region,2023,3,4-room,309.3
North East Region,North East Region,2023,3,5-room and Executive,369.6
North East Region,North East Region,2023,3,Landed Properties,809.0
North East Region,North East Region,2023,3,Private Apartments and Condominiums,351.5
North East Region,North East Region,2023,4,1-room / 2-room,159.6
North East Region,North East Region,2023,4,3-room,258.9
North East Region,North East Region,2023,4,4-room,346.0
North East Region,North East Region,2023,4,5-room and Executive,412.6
North East Region,North East Region,2023,4,Landed Properties,907.1
North East Region,North East Region,2023,4,Private Apartments and Condominiums,397.4
North East Region,North East Region,2023,5,1-room / 2-room,173.5
North East Region,North East Region,2023,5,3-room,286.1
North East Region,North East Region,2023,5,4-room,386.5
North East Region,North East Region,2023,5,5-room and Executive,461.2
North East Region,North East Region,2023,5,Landed Properties,1062.9
North East Region,North East Region,2023,5,Private Apartments and Condominiums,478.7
North East Region,North East Region,2023,6,1-room / 2-room,196.3
North East Region,North East Region,2023,6,3-room,307.9
North East Region,North East Region,2023,6,4-room,423.2
North East Region,North East Region,2023,6,5-room and Executive,503.8
North East Region,North East Region,2023,6,Landed Properties,1045.9
North East Region,North East Region,2023,6,Private Apartments and Condominiums,503.4
North Region,North Region,2010,1,1-room / 2-room,126.7
North Region,North Region,2010,1,Landed Properties,1094.7
North Region,North Region,2010,1,Private Apartments and Condominiums,463.7
North Region,North Region,2010,2,1-room / 2-room,122.3
North Region,North Region,2010,2,Landed Properties,1157.2
North Region,North Region,2010,2,Private Apartments and Condominiums,518.6
North Region,North Region,2010,3,1-room / 2-room,134.9
North Region,North Region,2010,3,Landed Properties,1213.4
North Region,North Region,2010,3,Private Apartments and Condominiums,559.8
North Region,North Region,2010,4,1-room / 2-room,139.0
North Region,North Region,2010,4,Landed Properties,1292.2
North Region,North Region,2010,4,Private Apartments and Condominiums,581.5
North Region,North Region,2010,5,1-room / 2-room,139.3
North Region,North Region,2010,5,Landed Properties,1204.0
North Region,North Region,2010,5,Private Apartments and Condominiums,567.2
North Region,North Region,2010,6,1-room / 2-room,143.8
North Region,North Region,2010,6,Landed Properties,1315.5
North Region,North Region,2010,6,Private Apartments and Condominiums,610.7
North Region,North Region,2010,7,1-room / 2-room,133.6
North Region,North Region,2010,7,Landed Properties,1109.5
North Region,North Region,2010,7,Private Apartments and Condominiums,544.2
North Region,North Region,2010,8,1-room / 2-room,133.3
North Region,North Region,2010,8,Landed Properties,993.8
North Region,North Region,2010,8,Private Apartments and Condominiums,538.9
North Region,North Region,2010,9,1-room / 2-room,143.3
North Region,North Region,2010,9,Landed Properties,1111.8
North Region,North Region,2010,9,Private Apartments and Condominiums,532.6
North Region,North Region,2010,10,1-room / 2-room,138.4
North Region,North Region,2010,10,Landed Properties,1278.3
North Region,North Region,2010,10,Private Apartments and Condominiums,563.6
North Region,North Region,2010,11,1-room / 2-room,133.5700158
North Region,North Region,2010,11,Landed Properties,1469.609181
North Region,North Region,2010,11,Private Apartments and Condominiums,596.3019885
North Region,North Region,2010,12,1-room / 2-room,128.9365361
North Region,North Region,2010,12,Landed Properties,1689.606249
North Region,North Region,2010,12,Private Apartments and Condominiums,630.9315718
North Region,North Region,2011,1,1-room / 2-room,140.2
North Region,North Region,2011,1,Landed Properties,1097.7
North Region,North Region,2011,1,Private Apartments and Condominiums,466.5
North Region,North Region,2011,2,1-room / 2-room,128.5
North Region,North Region,2011,2,Landed Properties,1002.5
North Region,North Region,2011,2,Private Apartments and Condominiums,468.8
North Region,North Region,2011,3,1-room / 2-room,134.6
North Region,North Region,2011,3,Landed Properties,1070.2
North Region,North Region,2011,3,Private Apartments and Condominiums,477.5
North Region,North Region,2011,4,1-room / 2-room,141.4
North Region,North Region,2011,4,Landed Properties,1241.4
North Region,North Region,2011,4,Private Apartments and Condominiums,516.1
North Region,North Region,2011,5,1-room / 2-room,148.5
North Region,North Region,2011,5,Landed Properties,1236.3
North Region,North Region,2011,5,Private Apartments and Condominiums,540.0
North Region,North Region,2011,6,1-room / 2-room,161.2
North Region,North Region,2011,6,Landed Properties,1305.3
North Region,North Region,2011,6,Private Apartments and Condominiums,570.0
North Region,North Region,2011,7,1-room / 2-room,153.0
North Region,North Region,2011,7,Landed Properties,1168.8
North Region,North Region,2011,7,Private Apartments and Condominiums,554.4
North Region,North Region,2011,8,1-room / 2-room,161.4
North Region,North Region,2011,8,Landed Properties,1151.1
North Region,North Region,2011,8,Private Apartments and Condominiums,577.2
North Region,North Region,2011,9,1-room / 2-room,164.2
North Region,North Region,2011,9,Landed Properties,1204.3
North Region,North Region,2011,9,Private Apartments and Condominiums,567.2
North Region,North Region,2011,10,1-room / 2-room,151.7
North Region,North Region,2011,10,Landed Properties,1209.1
North Region,North Region,2011,10,Private Apartments and Condominiums,540.6
North Region,North Region,2011,11,1-room / 2-room,147.9
North Region,North Region,2011,11,Landed Properties,1188.3
North Region,North Region,2011,11,Private Apartments and Condominiums,516.6
North Region,North Region,2011,12,1-room / 2-room,141.5
North Region,North Region,2011,12,Landed Properties,1096.6
North Region,North Region,2011,12,Private Apartments and Condominiums,507.8
North Region,North Region,2012,1,1-room / 2-room,149.8
North Region,North Region,2012,1,Landed Properties,1130.9
North Region,North Region,2012,1,Private Apartments and Condominiums,468.2
North Region,North Region,2012,2,1-room / 2-room,147.3
North Region,North Region,2012,2,Landed Properties,1180.9
North Region,North Region,2012,2,Private Apartments and Condominiums,496.4
North Region,North Region,2012,3,1-room / 2-room,144.4
North Region,North Region,2012,3,Landed Properties,1098.1
North Region,North Region,2012,3,Private Apartments and Condominiums,502.0
North Region,North Region,2012,4,1-room / 2-room,146.9
North Region,North Region,2012,4,Landed Properties,1148.3
North Region,North Region,2012,4,Private Apartments and Condominiums,519.0
North Region,North Region,2012,5,1-room / 2-room,150.6
North Region,North Region,2012,5,Landed Properties,1160.7
North Region,North Region,2012,5,Private Apartments and Condominiums,542.0
North Region,North Region,2012,6,1-room / 2-room,158.9
North Region,North Region,2012,6,Landed Properties,1300.2
North Region,North Region,2012,6,Private Apartments and Condominiums,577.5
North Region,North Region,2012,7,1-room / 2-room,159.2
North Region,North Region,2012,7,Landed Properties,1180.0
North Region,North Region,2012,7,Private Apartments and Condominiums,558.5
North Region,North Region,2012,8,1-room / 2-room,165.8
North Region,North Region,2012,8,Landed Properties,1131.9
North Region,North Region,2012,8,Private Apartments and Condominiums,580.6
North Region,North Region,2012,9,1-room / 2-room,159.4
North Region,North Region,2012,9,Landed Properties,1131.8
North Region,North Region,2012,9,Private Apartments and Condominiums,523.4
North Region,North Region,2012,10,1-room / 2-room,149.3
North Region,North Region,2012,10,Landed Properties,1185.9
North Region,North Region,2012,10,Private Apartments and Condominiums,534.6
North Region,North Region,2012,11,1-room / 2-room,153.3
North Region,North Region,2012,11,Landed Properties,1193.5
North Region,North Region,2012,11,Private Apartments and Condominiums,543.1
North Region,North Region,2012,12,1-room / 2-room,145.5
North Region,North Region,2012,12,Landed Properties,1084.3
North Region,North Region,2012,12,Private Apartments and Condominiums,514.5
North Region,North Region,2013,1,1-room / 2-room,148.0
North Region,North Region,2013,1,Landed Properties,1112.1
North Region,North Region,2013,1,Private Apartments and Condominiums,485.4
North Region,North Region,2013,2,1-room / 2-room,144.4
North Region,North Region,2013,2,Landed Properties,1086.8
North Region,North Region,2013,2,Private Apartments and Condominiums,495.5
North Region,North Region,2013,3,1-room / 2-room,143.8
North Region,North Region,2013,3,Landed Properties,1049.6
North Region,North Region,2013,3,Private Apartments and Condominiums,464.1
North Region,North Region,2013,4,1-room / 2-room,149.7
North Region,North Region,2013,4,Landed Properties,1253.4
North Region,North Region,2013,4,Private Apartments and Condominiums,523.7
North Region,North Region,2013,5,1-room / 2-room,159.2
North Region,North Region,2013,5,Landed Properties,1257.1
North Region,North Region,2013,5,Private Apartments and Condominiums,565.5
North Region,North Region,2013,6,1-room / 2-room,190.2
North Region,North Region,2013,6,Landed Properties,1275.6
North Region,North Region,2013,6,Private Apartments and Condominiums,546.0
North Region,North Region,2013,7,1-room / 2-room,164.6
North Region,North Region,2013,7,Landed Properties,1204.4
North Region,North Region,2013,7,Private Apartments and Condominiums,533.5
North Region,North Region,2013,8,1-room / 2-room,172.7
North Region,North Region,2013,8,Landed Properties,1169.4
North Region,North Region,2013,8,Private Apartments and Condominiums,541.6
North Region,North Region,2013,9,1-room / 2-room,159.9
North Region,North Region,2013,9,Landed Properties,1161.6
North Region,North Region,2013,9,Private Apartments and Condominiums,466.3
North Region,North Region,2013,10,1-room / 2-room,149.4
North Region,North Region,2013,10,Landed Properties,1270.6
North Region,North Region,2013,10,Private Apartments and Condominiums,500.8
North Region,North Region,2013,11,1-room / 2-room,153.2
North Region,North Region,2013,11,Landed Properties,1155.7
North Region,North Region,2013,11,Private Apartments and Condominiums,501.6
North Region,North Region,2013,12,1-room / 2-room,154.0
North Region,North Region,2013,12,Landed Properties,1055.1
North Region,North Region,2013,12,Private Apartments and Condominiums,463.0
North Region,North Region,2014,1,1-room / 2-room,147.0
North Region,North Region,2014,1,Landed Properties,1108.1
North Region,North Region,2014,1,Private Apartments and Condominiums,421.9
North Region,North Region,2014,2,1-room / 2-room,137.1
North Region,North Region,2014,2,Landed Properties,1049.9
North Region,North Region,2014,2,Private Apartments and Condominiums,438.3
North Region,North Region,2014,3,1-room / 2-room,132.0
North Region,North Region,2014,3,Landed Properties,1071.5
North Region,North Region,2014,3,Private Apartments and Condominiums,418.1
North Region,North Region,2014,4,1-room / 2-room,143.9
North Region,North Region,2014,4,Landed Properties,1318.1
North Region,North Region,2014,4,Private Apartments and Condominiums,493.0
North Region,North Region,2014,5,1-room / 2-room,155.3
North Region,North Region,2014,5,Landed Properties,1198.5
North Region,North Region,2014,5,Private Apartments and Condominiums,541.0
North Region,North Region,2014,6,1-room / 2-room,154.6
North Region,North Region,2014,6,Landed Properties,1281.2
North Region,North Region,2014,6,Private Apartments and Condominiums,543.1
North Region,North Region,2014,7,1-room / 2-room,158.6
North Region,North Region,2014,7,Landed Properties,1197.1
North Region,North Region,2014,7,Private Apartments and Condominiums,535.9
North Region,North Region,2014,8,1-room / 2-room,163.7
North Region,North Region,2014,8,Landed Properties,1195.2
North Region,North Region,2014,8,Private Apartments and Condominiums,534.4
North Region,North Region,2014,9,1-room / 2-room,147.6
North Region,North Region,2014,9,Landed Properties,1176.3
North Region,North Region,2014,9,Private Apartments and Condominiums,456.0
North Region,North Region,2014,10,1-room / 2-room,153.1
North Region,North Region,2014,10,Landed Properties,1198.5
North Region,North Region,2014,10,Private Apartments and Condominiums,449.2
North Region,North Region,2014,11,1-room / 2-room,163.2
North Region,North Region,2014,11,Landed Properties,1211.1
North Region,North Region,2014,11,Private Apartments and Condominiums,480.7
North Region,North Region,2014,12,1-room / 2-room,159.8
North Region,North Region,2014,12,Landed Properties,1080.1
North Region,North Region,2014,12,Private Apartments and Condominiums,453.2
North Region,North Region,2015,1,1-room / 2-room,145.4
North Region,North Region,2015,1,Landed Properties,1103.8
North Region,North Region,2015,1,Private Apartments and Condominiums,394.4
North Region,North Region,2015,2,1-room / 2-room,139.0
North Region,North Region,2015,2,Landed Properties,961.6
North Region,North Region,2015,2,Private Apartments and Condominiums,379.8
North Region,North Region,2015,3,1-room / 2-room,146.6
North Region,North Region,2015,3,Landed Properties,1081.9
North Region,North Region,2015,3,Private Apartments and Condominiums,391.4
North Region,North Region,2015,4,1-room / 2-room,160.1
North Region,North Region,2015,4,Landed Properties,1325.7
North Region,North Region,2015,4,Private Apartments and Condominiums,442.0
North Region,North Region,2015,5,1-room / 2-room,160.7
North Region,North Region,2015,5,Landed Properties,1124.0
North Region,North Region,2015,5,Private Apartments and Condominiums,458.5
North Region,North Region,2015,6,1-room / 2-room,166.1
North Region,North Region,2015,6,Landed Properties,1157.7
North Region,North Region,2015,6,Private Apartments and Condominiums,470.7
North Region,North Region,2015,7,1-room / 2-room,181.7
North Region,North Region,2015,7,Landed Properties,1191.5
North Region,North Region,2015,7,Private Apartments and Condominiums,500.1
North Region,North Region,2015,8,1-room / 2-room,181.5
North Region,North Region,2015,8,Landed Properties,1227.4
North Region,North Region,2015,8,Private Apartments and Condominiums,514.0
North Region,North Region,2015,9,1-room / 2-room,171.7
North Region,North Region,2015,9,Landed Properties,1224.4
North Region,North Region,2015,9,Private Apartments and Condominiums,493.9
North Region,North Region,2015,10,1-room / 2-room,172.7
North Region,North Region,2015,10,Landed Properties,1328.3
North Region,North Region,2015,10,Private Apartments and Condominiums,484.0
North Region,North Region,2015,11,1-room / 2-room,179.8
North Region,North Region,2015,11,Landed Properties,1235.5
North Region,North Region,2015,11,Private Apartments and Condominiums,464.1
North Region,North Region,2015,12,1-room / 2-room,193.8
North Region,North Region,2015,12,Landed Properties,1201.8
North Region,North Region,2015,12,Private Apartments and Condominiums,455.3
North Region,North Region,2016,1,1-room / 2-room,156.0
North Region,North Region,2016,1,Landed Properties,1134.3
North Region,North Region,2016,1,Private Apartments and Condominiums,406.6
North Region,North Region,2016,2,1-room / 2-room,166.1
North Region,North Region,2016,2,Landed Properties,1191.8
North Region,North Region,2016,2,Private Apartments and Condominiums,442.4
North Region,North Region,2016,3,1-room / 2-room,162.8
North Region,North Region,2016,3,Landed Properties,1172.8
North Region,North Region,2016,3,Private Apartments and Condominiums,438.0
North Region,North Region,2016,4,1-room / 2-room,174.7
North Region,North Region,2016,4,5-room and Executive,500.9
North Region,North Region,2016,4,Landed Properties,1345.4
North Region,North Region,2016,4,Private Apartments and Condominiums,465.2
North Region,North Region,2016,5,1-room / 2-room,199.5
North Region,North Region,2016,5,5-room and Executive,547.1
North Region,North Region,2016,5,Landed Properties,1278.5
North Region,North Region,2016,5,Private Apartments and Condominiums,492.4
North Region,North Region,2016,6,1-room / 2-room,190.9
North Region,North Region,2016,6,5-room and Executive,552.1
North Region,North Region,2016,6,Landed Properties,1235.7
North Region,North Region,2016,6,Private Apartments and Condominiums,474.0
North Region,North Region,2016,7,1-room / 2-room,176.6
North Region,North Region,2016,7,5-room and Executive,502.5
North Region,North Region,2016,7,Landed Properties,1123.6
North Region,North Region,2016,7,Private Apartments and Condominiums,423.8
North Region,North Region,2016,8,1-room / 2-room,187.3
North Region,North Region,2016,8,5-room and Executive,513.5
North Region,North Region,2016,8,Landed Properties,1146.6
North Region,North Region,2016,8,Private Apartments and Condominiums,446.7
North Region,North Region,2016,9,1-room / 2-room,184.5
North Region,North Region,2016,9,5-room and Executive,519.2
North Region,North Region,2016,9,Landed Properties,1242.3
North Region,North Region,2016,9,Private Apartments and Condominiums,466.8
North Region,North Region,2016,10,1-room / 2-room,182.5
North Region,North Region,2016,10,Landed Properties,1241.4
North Region,North Region,2016,10,Private Apartments and Condominiums,453.8
North Region,North Region,2016,11,1-room / 2-room,178.5
North Region,North Region,2016,11,Landed Properties,1256.7
North Region,North Region,2016,11,Private Apartments and Condominiums,430.9
North Region,North Region,2016,12,1-room / 2-room,168.1
North Region,North Region,2016,12,Landed Properties,1061.0
North Region,North Region,2016,12,Private Apartments and Condominiums,408.8
North Region,North Region,2017,1,1-room / 2-room,168.0
North Region,North Region,2017,1,5-room and Executive,444.3
North Region,North Region,2017,1,Landed Properties,1107.3
North Region,North Region,2017,1,Private Apartments and Condominiums,395.9
North Region,North Region,2017,2,1-room / 2-room,167.4
North Region,North Region,2017,2,5-room and Executive,448.3
North Region,North Region,2017,2,Landed Properties,1097.2
North Region,North Region,2017,2,Private Apartments and Condominiums,432.6
North Region,North Region,2017,3,1-room / 2-room,147.0
North Region,North Region,2017,3,5-room and Executive,403.7
North Region,North Region,2017,3,Landed Properties,1017.4
North Region,North Region,2017,3,Private Apartments and Condominiums,361.6
North Region,North Region,2017,4,1-room / 2-room,162.3
North Region,North Region,2017,4,5-room and Executive,442.6
North Region,North Region,2017,4,Landed Properties,1143.4
North Region,North Region,2017,4,Private Apartments and Condominiums,423.7
North Region,North Region,2017,5,1-room / 2-room,181.8
North Region,North Region,2017,5,5-room and Executive,488.0
North Region,North Region,2017,5,Landed Properties,1108.3
North Region,North Region,2017,5,Private Apartments and Condominiums,450.8
North Region,North Region,2017,6,1-room / 2-room,175.1
North Region,North Region,2017,6,5-room and Executive,513.1
North Region,North Region,2017,6,Landed Properties,1334.1
North Region,North Region,2017,6,Private Apartments and Condominiums,459.7
North Region,North Region,2017,7,1-room / 2-room,219.5
North Region,North Region,2017,7,5-room and Executive,536.1
North Region,North Region,2017,7,Landed Properties,1226.3
North Region,North Region,2017,7,Private Apartments and Condominiums,464.8
North Region,North Region,2017,8,1-room / 2-room,169.7
North Region,North Region,2017,8,5-room and Executive,486.7
North Region,North Region,2017,8,Landed Properties,1164.6
North Region,North Region,2017,8,Private Apartments and Condominiums,451.3
North Region,North Region,2017,9,1-room / 2-room,161.6
North Region,North Region,2017,9,5-room and Executive,470.0
North Region,North Region,2017,9,Landed Properties,1106.8
North Region,North Region,2017,9,Private Apartments and Condominiums,438.2
North Region,North Region,2017,10,1-room / 2-room,159.8
North Region,North Region,2017,10,5-room and Executive,463.2
North Region,North Region,2017,10,Landed Properties,1146.6
North Region,North Region,2017,10,Private Apartments and Condominiums,441.8
North Region,North Region,2017,11,1-room / 2-room,161.4
North Region,North Region,2017,11,5-room and Executive,472.1
North Region,North Region,2017,11,Landed Properties,1131.5
North Region,North Region,2017,11,Private Apartments and Condominiums,428.8
North Region,North Region,2017,12,1-room / 2-room,154.6
North Region,North Region,2017,12,5-room and Executive,424.3
North Region,North Region,2017,12,Landed Properties,1063.2
North Region,North Region,2017,12,Private Apartments and Condominiums,431.2
North Region,North Region,2018,1,1-room / 2-room,145.0
North Region,North Region,2018,1,3-room,241.1
North Region,North Region,2018,1,4-room,333.9
North Region,North Region,2018,1,5-room and Executive,416.2
North Region,North Region,2018,1,Landed Properties,1060.0
North Region,North Region,2018,1,Private Apartments and Condominiums,368.6
North Region,North Region,2018,2,1-room / 2-room,142.8
North Region,North Region,2018,2,3-room,239.3
North Region,North Region,2018,2,4-room,316.7
North Region,North Region,2018,2,5-room and Executive,390.5
North Region,North Region,2018,2,Landed Properties,961.9
North Region,North Region,2018,2,Private Apartments and Condominiums,359.9
North Region,North Region,2018,3,1-room / 2-room,146.1
North Region,North Region,2018,3,3-room,245.1
North Region,North Region,2018,3,4-room,325.5
North Region,North Region,2018,3,5-room and Executive,396.9
North Region,North Region,2018,3,Landed Properties,998.0
North Region,North Region,2018,3,Private Apartments and Condominiums,376.0
North Region,North Region,2018,4,1-room / 2-room,153.9
North Region,North Region,2018,4,3-room,260.4
North Region,North Region,2018,4,4-room,362.6
North Region,North Region,2018,4,5-room and Executive,453.4
North Region,North Region,2018,4,Landed Properties,1174.2
North Region,North Region,2018,4,Private Apartments and Condominiums,407.8
North Region,North Region,2018,5,1-room / 2-room,160.0
North Region,North Region,2018,5,3-room,283.3
North Region,North Region,2018,5,4-room,378.6
North Region,North Region,2018,5,5-room and Executive,467.3
North Region,North Region,2018,5,Landed Properties,1129.1
North Region,North Region,2018,5,Private Apartments and Condominiums,427.1
North Region,North Region,2018,6,1-room / 2-room,173.7
North Region,North Region,2018,6,3-room,290.7
North Region,North Region,2018,6,4-room,399.2
North Region,North Region,2018,6,5-room and Executive,501.3
North Region,North Region,2018,6,Landed Properties,1201.2
North Region,North Region,2018,6,Private Apartments and Condominiums,443.0
North Region,North Region,2018,7,1-room / 2-room,161.7
North Region,North Region,2018,7,3-room,279.0
North Region,North Region,2018,7,4-room,374.6
North Region,North Region,2018,7,5-room and Executive,463.5
North Region,North Region,2018,7,Landed Properties,1080.5
North Region,North Region,2018,7,Private Apartments and Condominiums,399.8
North Region,North Region,2018,8,1-room / 2-room,163.1
North Region,North Region,2018,8,3-room,278.2
North Region,North Region,2018,8,4-room,368.2
North Region,North Region,2018,8,5-room and Executive,454.6
North Region,North Region,2018,8,Landed Properties,1046.2
North Region,North Region,2018,8,Private Apartments and Condominiums,398.2
North Region,North Region,2018,9,1-room / 2-room,151.9
North Region,North Region,2018,9,3-room,265.7
North Region,North Region,2018,9,4-room,363.7
North Region,North Region,2018,9,5-room and Executive,457.3
North Region,North Region,2018,9,Landed Properties,1080.5
North Region,North Region,2018,9,Private Apartments and Condominiums,415.6
North Region,North Region,2018,10,1-room / 2-room,150.8
North Region,North Region,2018,10,3-room,265.1
North Region,North Region,2018,10,4-room,363.2
North Region,North Region,2018,10,5-room and Executive,454.4
North Region,North Region,2018,10,Landed Properties,1035.3
